,prec@10,recall@10,map@10,novelty,serendipity
21-03-14,0.013756721111900174,0.10329728904114174,0.10329728904114174,12.262055519227486,0.0
21-03-15,0.011466902923680546,0.08924101347771274,0.022310253369428185,12.226418764293724,0.0
21-03-16,0.010134725087996116,0.07736121271955612,0.011051601817079445,11.965482822015408,0.0
21-03-17,0.01920138033029332,0.13917040364764588,0.016481831395257766,11.155672392118388,0.0
21-03-18,0.0174508126603935,0.1285587447895037,0.015963706071859873,11.066109641932647,0.0
21-03-19,0.0053363228699551575,0.03844785840301536,0.004271984267001705,12.037681105214299,0.0
21-03-20,0.005020059664643555,0.03320172495064023,0.0033201724950640233,12.23334621847687,0.0
21-03-21,0.0046475031472933285,0.031405969844359075,0.0031405969844359076,12.353815282518052,0.0
21-03-22,0.0,0.0,0.0,13.218563236190274,0.0
21-03-23,0.0,0.0,0.0,12.971902746045465,0.0
21-03-24,0.0,0.0,0.0,13.000704269011244,0.0
21-03-25,0.0,0.0,0.0,13.039261794341057,0.0
21-03-26,0.0,0.0,0.0,12.955286645524469,0.0
21-03-27,0.0,0.0,0.0,13.109504215757001,0.0
21-03-28,0.0,0.0,0.0,13.224303209373385,0.0
21-03-29,0.0,0.0,0.0,13.250890535723336,0.0
21-03-30,0.0,0.0,0.0,12.958190183693743,0.0
21-03-31,0.0,0.0,0.0,13.057991722759171,0.0
21-04-01,0.0,0.0,0.0,13.034970865471823,0.0
21-04-02,0.0,0.0,0.0,12.999471572532684,0.0
21-04-03,0.0,0.0,0.0,13.116993677546986,0.0
21-04-04,0.0,0.0,0.0,13.224152449663668,0.0
21-04-05,0.0,0.0,0.0,13.191213472221282,0.0
21-04-06,0.00815365551425031,0.06576416729777927,0.007307129699753252,12.08628785074071,0.0
21-04-07,0.006913875598086125,0.05305910891127852,0.006632388613909815,12.042158580791616,0.0
21-04-08,0.00496421674429172,0.03841303990778135,0.0042681155453090395,12.111794658718177,0.0
21-04-09,0.004671469111547697,0.03735534396962033,0.003735534396962033,12.226630605501564,0.0
21-04-10,0.004133641015350658,0.032527138148101126,0.003252713814810112,12.287300148877895,0.0
21-04-11,0.004211487720722549,0.03271776596314855,0.0032717765963148552,12.41429356039677,0.0
21-04-12,0.0,0.0,0.0,13.26649375631218,0.0
21-04-13,0.0,0.0,0.0,12.99788512782911,0.0
21-04-14,0.0,0.0,0.0,12.94854974724573,0.0
21-04-15,0.0,0.0,0.0,12.956920604721088,0.0
21-04-16,0.0,0.0,0.0,12.939028181763256,0.0
21-04-17,0.005755097815961081,0.04151960405666939,0.00415196040566694,12.209523400240766,0.0
21-04-18,0.005769422063065751,0.041284659905966976,0.00459093001451833,12.326062706033845,2.9818214022309337e-05
21-04-19,0.00447032723239046,0.03307543997648778,0.0034645058162800883,12.278095721061078,4.787117619726674e-06
21-04-20,0.018642946408880395,0.13566109744484042,0.022433405427864372,10.967073086069147,9.05398072549077e-05
21-04-21,0.02723984771573604,0.2028826799903556,0.04338472599088798,9.134916487208177,1.4824744397086757e-06
21-04-22,0.02307306949116153,0.16838243952659937,0.03951232356026499,9.134950113442104,1.1046544357253554e-06
21-04-23,0.01726067136344799,0.1232575594149715,0.027921313052244257,10.121305366701835,1.5818587417719399e-06
21-04-24,0.020686767169179235,0.14127245899951726,0.028152659822616496,9.259000238394181,1.7378122306863821e-06
21-04-25,0.027526441109695994,0.2031102805077098,0.046923296783260744,9.319565258170778,1.4545105228123515e-06
21-04-26,0.019334378563283922,0.14775428279810288,0.03419235923716843,10.30958766570451,1.6258699864790604e-06
21-04-27,0.017277856135401976,0.12845243064404374,0.027209732804033812,10.161403387621577,1.3242331002811795e-06
21-04-28,0.014816954292728718,0.10993274207854085,0.023206422587600455,10.20962559451654,2.463128191443008e-06
21-04-29,0.014897865151282445,0.11221834429376973,0.022705309557263832,10.211735237104097,3.2437755808241475e-06
21-04-30,0.014954523020517523,0.11074661902494992,0.027799744761590153,10.131838049890003,2.365563856129266e-06
21-05-01,0.015218575514095056,0.10712160999199125,0.026427298161281945,10.236990061628177,2.076865916206005e-06
21-05-02,0.013413493653974616,0.08547405378218272,0.02346967398917193,10.284091489302183,1.5318819874882644e-06
21-05-03,0.013885467980295567,0.09337191352880286,0.020161692560857487,10.31708240252198,1.718081857055655e-06
21-05-04,0.01770699073221629,0.13175697869717162,0.03051164602879128,10.351105053985808,1.8688250806704022e-06
21-05-05,0.01526616221956724,0.109948799124883,0.03852057912708422,10.312152532613272,3.4080401454268793e-06
21-05-06,0.011643651964070252,0.08561378629436397,0.03421395487658734,11.09249713866072,1.9016486342834204e-06
21-05-07,0.013347285984337024,0.09400818929596812,0.03381610627196609,11.911567453610683,7.240016907560266e-05
21-05-08,0.01987259629695779,0.1318488789300735,0.03883301248300619,10.117178783944848,1.923279155156232e-06
21-05-09,0.0202574568288854,0.13607206318265944,0.036677172173000476,10.189878583038965,2.061846189662168e-06
21-05-10,0.025984485106886956,0.170431501546302,0.04365538678611872,9.313846115596885,3.471730681103913e-06
21-05-11,0.022197541833259293,0.1550427594884672,0.04388885572909854,10.165515640786252,2.6602730816826144e-06
21-05-12,0.020397824629367508,0.14718806617601463,0.05129246305683975,9.970404659899007,4.75580926661131e-06
21-05-13,0.017835013064576338,0.1280792354232916,0.04647105217824029,10.038673273204763,1.6424746783678257e-06
21-05-14,0.015808055335398804,0.11575538663298947,0.041602660142614115,10.043051102127436,1.5441993912884397e-06
21-05-15,0.016481457552655385,0.11353000324745732,0.03831864223726088,10.154643542923981,8.623780271557969e-07
21-05-16,0.017379194196139397,0.12069860716667907,0.038608727765950104,10.204385840974805,1.9859856814042085e-06
21-05-17,0.016563604240282685,0.1202237662655574,0.03976196788077358,10.23115222632711,1.6644174102427565e-05
21-05-18,0.017252755492239636,0.12376014938003435,0.04217107404068405,10.028647508586882,0.0001143916192277894
21-05-19,0.01949929478138223,0.1482686288330996,0.07919015817609365,10.434349776199259,7.325024856066068e-05
21-05-20,0.018012759603637844,0.1333540023342529,0.07194940210367377,10.027005988824211,6.82298935706737e-07
21-05-21,0.027785451197053404,0.22478567968611074,0.07465358970629157,9.560896836960737,0.00011487290648044337
21-05-22,0.023693225770803406,0.18504513553434399,0.07586913116353182,9.24760173351797,1.8307697964377727e-06
21-05-23,0.022467532467532466,0.17384132572998345,0.06031659120216679,9.181323165215314,2.1119030747642117e-06
21-05-24,0.021272414640137557,0.1687299893461387,0.05882982973474194,9.143793650227396,2.6843652322767237e-06
21-05-25,0.01784552586261879,0.14244531193108984,0.05184357994035874,9.890268067106062,2.8790089371860385e-06
21-05-26,0.020299655263855743,0.16197876338822684,0.08183358516352153,9.83860017233447,6.1372226418451785e-06
21-05-27,0.01795114561636054,0.14259753339152587,0.06399783275242896,9.698033344935542,1.4392327773322507e-06
21-05-28,0.019223119950279678,0.1509786450268046,0.055887586743964775,9.002133044387863,1.2929840939710474e-06
21-05-29,0.019207464207196098,0.14642518984302483,0.05318739178323174,9.208367764526509,2.6422642338287064e-06
21-05-30,0.020247581817270585,0.1520214991557745,0.05391034054278618,9.344013826483794,2.5744483551099818e-06
21-05-31,0.020871974666365076,0.16103972638595673,0.04373272707562879,9.805485181518183,8.294387019119999e-05
21-06-01,0.020582743988684583,0.16204204893184987,0.04914386679705876,9.425619773887075,2.621115129012414e-06
21-06-02,0.024433926746625076,0.19641838830710473,0.09752372491301267,9.436206945730733,1.3732203631966505e-05
21-06-03,0.017988815244407624,0.14666936661561703,0.07726714857672545,10.23415623820267,8.616404308202148e-08
21-06-04,0.024220281589734452,0.19870446346161805,0.08237931626746192,10.341744422507618,0.0011059187591997074
21-06-05,0.02504330061731137,0.1894209104569059,0.07839891800555099,8.060482354686583,6.8776694846142895e-06
21-06-06,0.02420797138477261,0.18217145080056948,0.07418810491462807,8.05918340333105,4.750059086905867e-06
21-06-07,0.023789877668505637,0.18746426040596526,0.08076515023805811,8.081649316927153,4.2866269203460096e-06
21-06-08,0.023021893604762818,0.18445895346592567,0.0761955031813026,8.09617127410391,4.551376122751661e-06
21-06-09,0.03452961672473867,0.28592176348199483,0.17042496696979628,8.114267313247181,5.495202265714313e-06
21-06-10,0.04615469858156029,0.3735602885095851,0.2664224305970831,8.202061623032806,0.00017427710110395114
21-06-11,0.039854819300493,0.31648425115038864,0.22953562553164725,8.818177976748816,3.006663528666341e-06
21-06-12,0.03823016564952048,0.28874789730916584,0.1952593818853419,7.9526673237199486,1.146135530334163e-05
21-06-13,0.03728876647063203,0.27726258064218634,0.18632023167257541,7.861879952898479,3.5438723623216235e-06
21-06-14,0.03460102934821042,0.25737957460245525,0.16686913837204875,7.994744805032182,3.4317252914215196e-06
21-06-15,0.036034560419311246,0.28432303150198424,0.16525395223798733,8.048767903582087,5.582699782565984e-06
21-06-16,0.07386218241637726,0.6240692086969183,0.5605731999311748,7.955543466891032,1.0966772045501732e-05
21-06-17,0.04957977474565313,0.4048022037099758,0.315102458449559,8.462964385421255,5.628655644889863e-06
21-06-18,0.05306011300973517,0.41559570812569485,0.2529913924090186,8.112770130477431,0.00023573657733340543
21-06-19,0.04858762958324636,0.35987798841143676,0.21064148019015846,7.513058820828901,4.817949035953631e-06
21-06-20,0.04580434290152423,0.335828308121774,0.18645565244118253,7.531977477302137,1.372831785379231e-06
21-06-21,0.04240246011916203,0.3161776165732237,0.18280091728028,7.539275366022961,1.87806299664832e-06
21-06-22,0.040529407277442975,0.301635737256086,0.16538111646061407,7.4765699491291855,7.777097331970795e-06
21-06-23,0.04318256369136567,0.3198197645112938,0.14933934467283608,7.511490635829904,2.165435370681096e-06
21-06-24,0.04376112702221534,0.33294187967590755,0.13884835957357586,8.326405035329985,0.009088109939818081
21-06-25,0.049002849002849,0.35383594298308135,0.1578080986200653,7.213999243690479,4.054177100719396e-06
21-06-26,0.04875068643602416,0.34069523681052466,0.16114957729631582,7.1431663252208795,2.7531673869882734e-06
21-06-27,0.049268801094355594,0.3401212606533747,0.15313036675546413,6.344768572785913,9.0614326334299e-06
21-06-28,0.04542473288902993,0.3262496704294824,0.13981509184025653,6.276838257766386,4.061936554844737e-06
21-06-29,0.044497065788119024,0.3280786799367438,0.13410560682730968,6.41116227960968,6.679572941740214e-06
21-06-30,0.07324121864519109,0.6029021323866587,0.5025852647314089,6.397372344153466,1.8717680321827896e-05
21-07-01,0.0594019460485721,0.4748538883102216,0.34644149476556496,6.805500573090312,8.563971985662602e-07
21-07-02,0.052724489158282824,0.41071863831087707,0.25912540661565253,6.591664204751686,1.0913779643618122e-06
21-07-03,0.04943442468422044,0.3653992556353115,0.20679318323713317,6.474135390641949,2.1535307140981042e-06
21-07-04,0.04829243536927578,0.34416191844368177,0.1803791766553613,6.452898885589686,1.9122402800043733e-06
21-07-05,0.04332961205693553,0.3278698484284044,0.17743887965406613,7.388793780494024,2.080183164706233e-06
21-07-06,0.04226585882181181,0.3236245035875093,0.17591085637344836,7.385652407381683,2.6243992478169455e-05
21-07-07,0.044716747872881976,0.34051412811020515,0.173710406864673,7.136888629895949,7.68877046559728e-05
21-07-08,0.04043557833089312,0.3016513803222961,0.14785394755210224,6.3351011407375495,7.472708443173149e-07
21-07-09,0.04325650009219988,0.32030798339168765,0.15123762664523882,5.566994865542762,1.343755169533228e-06
21-07-10,0.042283357220260775,0.3041284712335617,0.1384903945416002,5.571154422115309,3.906482282454095e-06
21-07-11,0.04079192225515197,0.28635047563795324,0.12623977863567326,5.606046684867598,3.778752827530578e-06
21-07-12,0.03761738567265139,0.2742026469462969,0.11786579205729661,5.638562919797725,2.886953279504513e-06
21-07-13,0.03583976765601756,0.2594423718630201,0.11220682170383123,5.722240195473062,8.419274772315778e-06
21-07-14,0.03561589642150692,0.2585759737234473,0.10872367795549667,5.68040047852874,2.0892690429486678e-06
21-07-15,0.03505106275486269,0.25564820363092766,0.10659426006970521,5.753645549118999,1.4137078319784042e-06
21-07-16,0.035047132350402264,0.25720233101005097,0.09921176502358839,5.783689094048542,8.465915521484446e-06
21-07-17,0.03577193607986775,0.24752475198572152,0.09439336271844304,5.649261006946078,2.9757480301674873e-06
21-07-18,0.03898729593530281,0.2686690587596836,0.10034369434275231,4.758054730871223,3.0537814053716383e-06
21-07-19,0.03332648589427554,0.23876332360229668,0.09665488970435447,5.733616350660326,2.520737293665677e-06
21-07-20,0.03330981692475925,0.24038397591089966,0.09738199114904693,5.836529234190953,2.544434702681195e-06
21-07-21,0.03270449106011544,0.23628717959745554,0.0956172107050794,5.833959406607835,6.558372447818501e-06
21-07-22,0.029984981910027988,0.21757159084305439,0.09474562429143833,6.769332337967921,2.4748391354561207e-06
21-07-23,0.028937630357263003,0.20546293165126958,0.09105915990321585,6.838323175947776,2.2064203818646774e-06
21-07-24,0.03300356795329224,0.22879520227505623,0.09370079333977244,5.960745741230932,1.9561597148642694e-06
21-07-25,0.0350547494796537,0.24000284319258486,0.09440714894600843,4.939261568968908,2.8802682331876877e-06
21-07-26,0.0314885993485342,0.22822517316360894,0.09283908080940666,5.926198619030019,1.8999006382408134e-06
21-07-27,0.0319983523969456,0.2324077171891115,0.09890324683023483,5.979777003772815,4.074163897688082e-06
21-07-28,0.03210556114745848,0.23141976258130623,0.09798117577560374,6.001357796709916,5.034460371485614e-06
21-07-29,0.03058634637354494,0.21907268419942275,0.09161293851810044,5.963427514453481,4.6679261501093545e-06
21-07-30,0.035482144450060954,0.25306894599397006,0.0953261069584598,5.111341888630994,8.852397832607599e-06
21-07-31,0.03397935653892611,0.22922004335585136,0.0954212439153913,5.935215822109063,8.050625983522117e-06
21-08-01,0.0336848552635083,0.22689767899723032,0.10462573529140223,5.884494098650549,2.080844036465751e-06
21-08-02,0.031632472062910186,0.2241704700382287,0.10121921830616161,5.928928162942328,2.2628343776654844e-06
21-08-03,0.031170099160945843,0.21681668614027524,0.08873790251438621,5.985207923288126,3.1621431123212714e-06
21-08-04,0.03150006117704638,0.22515369537970156,0.10147926467536425,5.971990654208169,6.121076069471793e-06
21-08-05,0.030932086038711264,0.22338547334941408,0.10449810151290322,5.983104362486339,1.8173589075708113e-06
21-08-06,0.030177952802534574,0.21775409376243793,0.10085792166895285,6.027204310660248,6.600898719665971e-06
21-08-07,0.030443379936500863,0.2117035386046523,0.09746160990562792,5.952558891598922,7.532393913578526e-07
21-08-08,0.030331715427314904,0.21217456771482723,0.1009906851686593,6.038772455606761,1.0526660448577123e-06
21-08-09,0.02977377186175611,0.21523993606525005,0.09619084859796845,6.7560539019697785,7.498850074262382e-05
21-08-10,0.029162219850586982,0.21015118853836706,0.0944366539530891,6.051032886662482,2.2949936987614744e-06
21-08-11,0.028744439661357445,0.2075400409866385,0.09288935479456996,6.086070428660063,5.175723956545364e-06
21-08-12,0.027916217290117503,0.19924175177019335,0.08943984863412208,6.108768001006983,2.55968732997731e-06
21-08-13,0.029572892938496586,0.2110147896382825,0.08698656095680023,5.238921412864532,2.0504524448268185e-06
21-08-14,0.034066285105816586,0.23170959859089102,0.08562244032848601,5.217416528330245,4.02000574251031e-06
21-08-15,0.03533296779982056,0.2356248201314344,0.08837037438219261,5.009843548256517,4.0106679473739755e-06
21-08-16,0.0313082337821655,0.2178736384117971,0.08417367372117349,4.997968718916453,4.339432701250036e-06
21-08-17,0.03192995857449246,0.21807268557942153,0.08133663648824199,6.151475339115574,0.004645459118394087
21-08-18,0.03254033749751003,0.22491061221824624,0.08291915488126893,5.088040026903785,4.29555288552387e-06
21-08-19,0.031387847375385976,0.21606465510305228,0.08156674830735709,5.068622794794451,4.737121960425651e-06
21-08-20,0.03063531419126076,0.21205382480994323,0.08210530785358748,5.0890631212038935,3.3545553749195747e-06
21-08-21,0.030649067570840398,0.20674217406348647,0.08504121510068713,5.118696912705458,1.5740240491995576e-06
21-08-22,0.030840221679504037,0.20486643390248876,0.0836152607205924,5.155653517478648,2.612489130815497e-06
